id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
331;Film;2;"Dans Star Wars : L'Empire contre-attaque (1980), que révèle Dark Vador à Luke ?";"In Star Wars: The Empire Strikes Back (1980), what does Darth Vader reveal to Luke?";"A) Qu'il est son père | B) Qu'il est son frère | C) Qu'il est un clone | D) Qu'il est un droïde";"A) That he is his father | B) That he is his brother | C) That he is a clone | D) That he is a droid";"A";"La révélation célèbre est que Vador est le père de Luke.";"The famous reveal is that Vader is Luke’s father."
332;Film;2;"Dans Star Wars : Le Retour du Jedi (1983), quel personnage finit par se racheter ?";"In Star Wars: Return of the Jedi (1983), which character ultimately redeems himself?";"A) Dark Vador | B) Jabba | C) Tarkin | D) Boba Fett";"A) Darth Vader | B) Jabba | C) Tarkin | D) Boba Fett";"A";"Anakin/Dark Vador se sacrifie et se rachète à la fin.";"Anakin/Darth Vader sacrifices himself and is redeemed at the end."
333;Film;3;"Dans Ghostbusters (1984), quel est le nom de l'entité finale affrontée par l'équipe ?";"In Ghostbusters (1984), what is the name of the final entity the team confronts?";"A) Gozer | B) Vigo | C) Zuul | D) Slimer";"A) Gozer | B) Vigo | C) Zuul | D) Slimer";"A";"L'entité principale est Gozer le Gozerien.";"The main entity is Gozer the Gozerian."
334;Film;2;"Dans Gremlins (1984), quelle règle concerne l'eau ?";"In Gremlins (1984), which rule involves water?";"A) Ne pas les mouiller | B) Ne pas leur donner d'eau | C) Ne pas les laver le dimanche | D) Ne pas les mettre au congélateur";"A) Don’t get them wet | B) Don’t give them water | C) Don’t wash them on Sundays | D) Don’t put them in the freezer";"A";"Mouiller un mogwai déclenche la reproduction.";"Getting a mogwai wet triggers reproduction."
335;Film;2;"Dans Retour vers le futur, quel est le nom complet de « Doc » ?";"In Back to the Future, what is Doc’s full name?";"A) Emmett Brown | B) Ernest Brown | C) Edward Brown | D) Ethan Brown";"A) Emmett Brown | B) Ernest Brown | C) Edward Brown | D) Ethan Brown";"A";"« Doc » s'appelle Emmett Brown.";"Doc’s name is Emmett Brown."
336;Film;3;"Dans Blade Runner, comment s'appelle le test utilisé pour détecter un réplicant ?";"In Blade Runner, what is the test used to detect a replicant called?";"A) Voight-Kampff | B) Turing | C) Bechdel | D) Rorschach";"A) Voight-Kampff | B) Turing | C) Bechdel | D) Rorschach";"A";"Le test d'empathie s'appelle Voight-Kampff.";"The empathy test is called Voight-Kampff."
337;Film;2;"Dans Rocky IV (1985), quel est le nom de l'adversaire soviétique de Rocky ?";"In Rocky IV (1985), what is the name of Rocky’s Soviet opponent?";"A) Ivan Drago | B) Viktor Reznov | C) Aleksei Petrov | D) Yuri Boyka";"A) Ivan Drago | B) Viktor Reznov | C) Aleksei Petrov | D) Yuri Boyka";"A";"Rocky affronte le boxeur Ivan Drago.";"Rocky fights boxer Ivan Drago."
338;Film;2;"Dans The Breakfast Club (1985), à quel moment les élèves sont-ils en retenue ?";"In The Breakfast Club (1985), when are the students in detention?";"A) Un samedi | B) Un lundi | C) Un mercredi | D) Un dimanche";"A) A Saturday | B) A Monday | C) A Wednesday | D) A Sunday";"A";"Le film se déroule pendant une retenue le samedi.";"The film takes place during Saturday detention."
339;Série TV;2;"Dans 21 Jump Street (série des années 80), quel acteur joue l'un des policiers infiltrés les plus connus ?";"In 21 Jump Street (1980s TV series), which actor plays one of the most famous undercover cops?";"A) Johnny Depp | B) Tom Hanks | C) Bruce Willis | D) Keanu Reeves";"A) Johnny Depp | B) Tom Hanks | C) Bruce Willis | D) Keanu Reeves";"A";"Johnny Depp joue Tom Hanson dans la série.";"Johnny Depp plays Tom Hanson in the series."
340;Série TV;2;"Dans Seinfeld (début en 1989), comment les créateurs décrivaient-ils souvent la série ?";"In Seinfeld (starting in 1989), how did the creators often describe the show?";"A) Une série sur rien | B) Une série sur les vampires | C) Une série policière | D) Une série de science-fiction";"A) A show about nothing | B) A show about vampires | C) A police show | D) A sci-fi show";"A";"Seinfeld est souvent qualifiée de « show about nothing ».";"Seinfeld is often called a “show about nothing”."
341;Animation/Anime;2;"Dans Ranma 1/2 (1989), qu'est-ce qui déclenche la transformation de Ranma ?";"In Ranma ½ (1989), what triggers Ranma’s transformation?";"A) L'eau froide | B) La pleine lune | C) Une incantation | D) Un coup de tonnerre";"A) Cold water | B) The full moon | C) A spell | D) A thunder strike";"A";"Ranma se transforme avec l'eau froide et redevient avec l'eau chaude.";"Ranma changes with cold water and changes back with hot water."
342;Animation/Anime;2;"Dans Les Mystérieuses Cités d'or, comment s'appelle le héros principal ?";"In The Mysterious Cities of Gold, what is the main hero’s name?";"A) Esteban | B) Ulysse | C) Rémi | D) Albator";"A) Esteban | B) Ulysses | C) Remi | D) Captain Harlock";"A";"Le héros s'appelle Esteban.";"The hero is named Esteban."
343;Culture pop;2;"En France, sur quelle chaîne le Club Dorothée était-il diffusé à partir de 1987 ?";"In France, on which TV channel did Club Dorothée air starting in 1987?";"A) TF1 | B) France 2 | C) M6 | D) Canal+";"A) TF1 | B) France 2 | C) M6 | D) Canal+";"A";"Le Club Dorothée a été un programme phare de TF1.";"Club Dorothée was a flagship show on TF1."
344;Culture pop;3;"Au lancement de MTV (1981), quel fut le premier clip diffusé ?";"When MTV launched (1981), what was the first music video aired?";"A) Video Killed the Radio Star | B) Thriller | C) Take On Me | D) Bohemian Rhapsody";"A) Video Killed the Radio Star | B) Thriller | C) Take On Me | D) Bohemian Rhapsody";"A";"Le premier clip sur MTV fut Video Killed the Radio Star (The Buggles)." ;"MTV’s first video was Video Killed the Radio Star (The Buggles)."
345;Culture pop;3;"Live Aid (1985) a eu deux concerts principaux dans quelles villes ?";"Live Aid (1985) had two main concerts in which cities?";"A) Londres et Philadelphie | B) Paris et New York | C) Berlin et Moscou | D) Tokyo et Sydney";"A) London and Philadelphia | B) Paris and New York | C) Berlin and Moscow | D) Tokyo and Sydney";"A";"Les concerts principaux se tenaient à Londres (Wembley) et Philadelphie (JFK Stadium)." ;"The main concerts were in London (Wembley) and Philadelphia (JFK Stadium)."
346;Culture pop;2;"Dans la guerre des formats vidéo grand public, quel format a fini par dominer face au Betamax ?";"In the consumer video format war, which format ultimately dominated over Betamax?";"A) VHS | B) LaserDisc | C) Video8 | D) MiniDV";"A) VHS | B) LaserDisc | C) Video8 | D) MiniDV";"A";"VHS est devenu le format vidéo grand public dominant.";"VHS became the dominant consumer video format."
347;Culture pop;2;"Le Minitel en France servait principalement à quoi ?";"In France, what was Minitel mainly used for?";"A) Accéder à des services en ligne avant le Web | B) Regarder des DVD | C) Jouer à la réalité virtuelle | D) Diffuser la TNT";"A) Access online services before the Web | B) Watch DVDs | C) Play virtual reality games | D) Broadcast digital TV";"A";"Le Minitel donnait accès à des annuaires et services en ligne avant Internet grand public.";"Minitel provided directories and online services before mass-market Internet."
348;Culture pop;3;"Qui a inventé le Rubik's Cube ?";"Who invented the Rubik’s Cube?";"A) Ernő Rubik | B) Nikola Tesla | C) Alan Turing | D) Tim Berners-Lee";"A) Ernő Rubik | B) Nikola Tesla | C) Alan Turing | D) Tim Berners-Lee";"A";"Le Rubik's Cube a été inventé par Ernő Rubik.";"The Rubik’s Cube was invented by Ernő Rubik."
349;Jeu vidéo;2;"Quelle entreprise a lancé la console portable Game Boy (1989) ?";"Which company launched the handheld console Game Boy (1989)?";"A) Nintendo | B) Sega | C) Atari | D) Sony";"A) Nintendo | B) Sega | C) Atari | D) Sony";"A";"La Game Boy est une console portable de Nintendo.";"The Game Boy is a handheld console by Nintendo."
350;Culture pop;3;"La publicité Apple « 1984 » annonçait le lancement de quel ordinateur ?";"Apple's "1984" commercial announced the launch of which computer?";"A) Macintosh | B) Apple II | C) iMac | D) iPhone";"A) Macintosh | B) Apple II | C) iMac | D) iPhone";"A";"Le spot « 1984 » a accompagné le lancement du Macintosh.";"The "1984" ad accompanied the launch of the Macintosh."
351;Maths;1;"Combien font 7 × 8 ?";"What is 7 × 8?";"A) 54 | B) 56 | C) 58 | D) 63";"A) 54 | B) 56 | C) 58 | D) 63";"B";"7 × 8 = 56, une multiplication de base à connaître.";"7 × 8 = 56, a basic multiplication to know.";"Math basics"
352;Maths;1;"Quel est le carré de 12 ?";"What is 12 squared?";"A) 124 | B) 144 | C) 132 | D) 156";"A) 124 | B) 144 | C) 132 | D) 156";"B";"12² = 12 × 12 = 144.";"12² = 12 × 12 = 144.";"Math basics"
353;Maths;2;"Quelle est la racine carrée de 169 ?";"What is the square root of 169?";"A) 11 | B) 12 | C) 13 | D) 14";"A) 11 | B) 12 | C) 13 | D) 14";"C";"√169 = 13 car 13 × 13 = 169.";"√169 = 13 because 13 × 13 = 169.";"Math basics"
354;Maths;2;"Que vaut 3⁴ (3 puissance 4) ?";"What is 3⁴ (3 to the power of 4)?";"A) 12 | B) 27 | C) 64 | D) 81";"A) 12 | B) 27 | C) 64 | D) 81";"D";"3⁴ = 3 × 3 × 3 × 3 = 81.";"3⁴ = 3 × 3 × 3 × 3 = 81.";"Math basics"
355;Maths;2;"Quel est le PGCD de 24 et 36 ?";"What is the GCD of 24 and 36?";"A) 6 | B) 8 | C) 12 | D) 18";"A) 6 | B) 8 | C) 12 | D) 18";"C";"Le plus grand diviseur commun de 24 et 36 est 12.";"The greatest common divisor of 24 and 36 is 12.";"Math basics"
356;Maths;2;"Quel est le PPCM de 4 et 6 ?";"What is the LCM of 4 and 6?";"A) 2 | B) 12 | C) 24 | D) 10";"A) 2 | B) 12 | C) 24 | D) 10";"B";"Le plus petit multiple commun de 4 et 6 est 12.";"The least common multiple of 4 and 6 is 12.";"Math basics"
357;Maths;1;"Un triangle dont tous les côtés sont égaux est appelé…";"A triangle with all equal sides is called…";"A) Isocèle | B) Rectangle | C) Équilatéral | D) Scalène";"A) Isosceles | B) Right | C) Equilateral | D) Scalene";"C";"Un triangle équilatéral a trois côtés de même longueur.";"An equilateral triangle has three sides of equal length.";"Geometry"
358;Maths;2;"Combien de degrés mesure la somme des angles d'un triangle ?";"How many degrees is the sum of angles in a triangle?";"A) 90° | B) 180° | C) 270° | D) 360°";"A) 90° | B) 180° | C) 270° | D) 360°";"B";"La somme des angles d'un triangle est toujours 180°.";"The sum of angles in a triangle is always 180°.";"Geometry"
359;Maths;2;"Combien de faces possède un cube ?";"How many faces does a cube have?";"A) 4 | B) 6 | C) 8 | D) 12";"A) 4 | B) 6 | C) 8 | D) 12";"B";"Un cube possède 6 faces carrées.";"A cube has 6 square faces.";"Geometry"
360;Maths;2;"Quelle est l'aire d'un cercle de rayon 3 (en fonction de π) ?";"What is the area of a circle with radius 3 (in terms of π)?";"A) 6π | B) 9π | C) 12π | D) 3π";"A) 6π | B) 9π | C) 12π | D) 3π";"B";"Aire = πr² = π × 3² = 9π.";"Area = πr² = π × 3² = 9π.";"Geometry"
361;Maths;3;"Que vaut la dérivée de x³ ?";"What is the derivative of x³?";"A) x² | B) 3x² | C) 3x | D) x⁴/4";"A) x² | B) 3x² | C) 3x | D) x⁴/4";"B";"La dérivée de xⁿ est nxⁿ⁻¹, donc (x³)' = 3x².";"The derivative of xⁿ is nxⁿ⁻¹, so (x³)' = 3x².";"Calculus"
362;Maths;3;"Quelle est la primitive de 2x ?";"What is the antiderivative of 2x?";"A) x | B) x² | C) 2x² | D) x² + C";"A) x | B) x² | C) 2x² | D) x² + C";"D";"∫2x dx = x² + C (constante d'intégration).";"∫2x dx = x² + C (constant of integration).";"Calculus"
363;Maths;3;"Dans un triangle rectangle, si les cathètes mesurent 3 et 4, que vaut l'hypoténuse ?";"In a right triangle, if the legs are 3 and 4, what is the hypotenuse?";"A) 5 | B) 6 | C) 7 | D) √7";"A) 5 | B) 6 | C) 7 | D) √7";"A";"Par Pythagore: √(3² + 4²) = √25 = 5.";"By Pythagoras: √(3² + 4²) = √25 = 5.";"Geometry"
364;Maths;2;"Quelle est la valeur de π arrondie à deux décimales ?";"What is π rounded to two decimal places?";"A) 3.12 | B) 3.14 | C) 3.16 | D) 3.18";"A) 3.12 | B) 3.14 | C) 3.16 | D) 3.18";"B";"π ≈ 3.14159... donc 3.14 arrondi.";"π ≈ 3.14159... so 3.14 when rounded.";"Math constants"
365;Maths;3;"Que vaut log₁₀(1000) ?";"What is log₁₀(1000)?";"A) 2 | B) 3 | C) 4 | D) 10";"A) 2 | B) 3 | C) 4 | D) 10";"B";"log₁₀(1000) = 3 car 10³ = 1000.";"log₁₀(1000) = 3 because 10³ = 1000.";"Logarithms"
366;Maths;3;"Que vaut sin(90°) ?";"What is sin(90°)?";"A) 0 | B) 0.5 | C) 1 | D) √2/2";"A) 0 | B) 0.5 | C) 1 | D) √2/2";"C";"Le sinus de 90° (ou π/2 rad) vaut 1.";"The sine of 90° (or π/2 rad) equals 1.";"Trigonometry"
367;Maths;3;"Que vaut cos(60°) ?";"What is cos(60°)?";"A) 0 | B) 0.5 | C) 1 | D) √3/2";"A) 0 | B) 0.5 | C) 1 | D) √3/2";"B";"cos(60°) = 1/2 = 0.5.";"cos(60°) = 1/2 = 0.5.";"Trigonometry"
368;Maths;2;"Quel nombre est à la fois pair et premier ?";"Which number is both even and prime?";"A) 1 | B) 2 | C) 4 | D) 9";"A) 1 | B) 2 | C) 4 | D) 9";"B";"2 est le seul nombre premier pair.";"2 is the only even prime number.";"Number theory"
369;Maths;3;"Combien y a-t-il de nombres premiers entre 1 et 10 ?";"How many prime numbers are there between 1 and 10?";"A) 3 | B) 4 | C) 5 | D) 6";"A) 3 | B) 4 | C) 5 | D) 6";"B";"Les nombres premiers ≤10 sont: 2, 3, 5, 7 (4 nombres).";"The primes ≤10 are: 2, 3, 5, 7 (4 numbers).";"Number theory"
370;Maths;3;"Quelle est la formule de l'aire d'un trapèze ?";"What is the formula for the area of a trapezoid?";"A) base × hauteur | B) (b₁ + b₂) × h / 2 | C) π × r² | D) côté²";"A) base × height | B) (b₁ + b₂) × h / 2 | C) π × r² | D) side²";"B";"Aire = (somme des bases parallèles) × hauteur / 2.";"Area = (sum of parallel bases) × height / 2.";"Geometry"
371;Maths;2;"Si x + 5 = 12, que vaut x ?";"If x + 5 = 12, what is x?";"A) 5 | B) 7 | C) 12 | D) 17";"A) 5 | B) 7 | C) 12 | D) 17";"B";"x = 12 - 5 = 7.";"x = 12 - 5 = 7.";"Algebra"
372;Maths;2;"Si 2x = 18, que vaut x ?";"If 2x = 18, what is x?";"A) 6 | B) 9 | C) 16 | D) 36";"A) 6 | B) 9 | C) 16 | D) 36";"B";"x = 18 / 2 = 9.";"x = 18 / 2 = 9.";"Algebra"
373;Maths;3;"Résoudre: x² - 5x + 6 = 0. Quelles sont les solutions ?";"Solve: x² - 5x + 6 = 0. What are the solutions?";"A) x = 1 et x = 6 | B) x = 2 et x = 3 | C) x = -2 et x = -3 | D) x = 5 et x = 1";"A) x = 1 and x = 6 | B) x = 2 and x = 3 | C) x = -2 and x = -3 | D) x = 5 and x = 1";"B";"(x-2)(x-3) = 0, donc x = 2 ou x = 3.";"(x-2)(x-3) = 0, so x = 2 or x = 3.";"Algebra"
374;Maths;3;"Que vaut i² (où i est l'unité imaginaire) ?";"What is i² (where i is the imaginary unit)?";"A) 1 | B) -1 | C) i | D) 0";"A) 1 | B) -1 | C) i | D) 0";"B";"Par définition, i² = -1.";"By definition, i² = -1.";"Complex numbers"
375;Maths;3;"Quelle est la limite de 1/x quand x tend vers l'infini ?";"What is the limit of 1/x as x approaches infinity?";"A) 1 | B) ∞ | C) 0 | D) Indéfini";"A) 1 | B) ∞ | C) 0 | D) Undefined";"C";"lim(x→∞) 1/x = 0.";"lim(x→∞) 1/x = 0.";"Calculus"
376;Maths;2;"Combien vaut 5! (factorielle de 5) ?";"What is 5! (5 factorial)?";"A) 25 | B) 60 | C) 120 | D) 720";"A) 25 | B) 60 | C) 120 | D) 720";"C";"5! = 5 × 4 × 3 × 2 × 1 = 120.";"5! = 5 × 4 × 3 × 2 × 1 = 120.";"Math basics"
377;Maths;3;"Dans une suite arithmétique de raison 3 commençant par 2, quel est le 5ᵉ terme ?";"In an arithmetic sequence with common difference 3 starting at 2, what is the 5th term?";"A) 11 | B) 14 | C) 17 | D) 20";"A) 11 | B) 14 | C) 17 | D) 20";"B";"a₅ = 2 + (5-1)×3 = 2 + 12 = 14.";"a₅ = 2 + (5-1)×3 = 2 + 12 = 14.";"Sequences"
378;Maths;3;"Quelle est la somme des angles intérieurs d'un hexagone ?";"What is the sum of interior angles of a hexagon?";"A) 540° | B) 720° | C) 900° | D) 1080°";"A) 540° | B) 720° | C) 900° | D) 1080°";"B";"Somme = (n-2) × 180° = (6-2) × 180° = 720°.";"Sum = (n-2) × 180° = (6-2) × 180° = 720°.";"Geometry"
379;Maths;2;"Quel pourcentage représente 1/4 ?";"What percentage is 1/4?";"A) 20% | B) 25% | C) 30% | D) 40%";"A) 20% | B) 25% | C) 30% | D) 40%";"B";"1/4 = 0.25 = 25%.";"1/4 = 0.25 = 25%.";"Percentages"
